"Grid","Lon","Lat","siteid"
"0024/0043",-95.12,43.62,"43.62|-95.12"
"0024/0043",-95.12,43.71,"43.71|-95.12"
"0024/0043",-95.12,43.79,"43.79|-95.12"
"0024/0043",-95.12,43.88,"43.88|-95.12"
"0024/0043",-95.12,43.96,"43.96|-95.12"
"0023/0043",-95.12,44.04,"44.04|-95.12"
"0023/0043",-95.12,44.12,"44.12|-95.12"
"0023/0043",-95.12,44.21,"44.21|-95.12"
"0023/0043",-95.12,44.29,"44.29|-95.12"
"0023/0043",-95.12,44.38,"44.38|-95.12"
"0023/0043",-95.12,44.46,"44.46|-95.12"
"0023/0043",-95.12,44.54,"44.54|-95.12"
"0023/0043",-95.12,44.62,"44.62|-95.12"
"0023/0043",-95.12,44.71,"44.71|-95.12"
"0023/0043",-95.12,44.79,"44.79|-95.12"
"0023/0043",-95.12,44.88,"44.88|-95.12"
"0023/0043",-95.12,44.96,"44.96|-95.12"
"0023/0043",-95.12,45.04,"45.04|-95.12"
"0023/0043",-95.12,45.12,"45.12|-95.12"
"0023/0043",-95.12,45.21,"45.21|-95.12"
"0023/0043",-95.12,45.29,"45.29|-95.12"
"0023/0043",-95.12,45.38,"45.38|-95.12"
"0025/0043",-95.21,40.62,"40.62|-95.21"
"0025/0043",-95.21,40.65,"40.65|-95.21"
"0025/0043",-95.21,40.71,"40.71|-95.21"
"0025/0043",-95.21,40.74,"40.74|-95.21"
"0025/0043",-95.21,40.79,"40.79|-95.21"
"0025/0043",-95.21,40.83,"40.83|-95.21"
"0025/0043",-95.21,40.88,"40.88|-95.21"
"0025/0043",-95.21,40.91,"40.91|-95.21"
"0025/0043",-95.21,40.96,"40.96|-95.21"
"0025/0043",-95.21,41,"41|-95.21"
"0025/0043",-95.21,41.04,"41.04|-95.21"
"0025/0043",-95.21,41.09,"41.09|-95.21"
"0025/0043",-95.21,41.12,"41.12|-95.21"
"0025/0043",-95.21,41.17,"41.17|-95.21"
"0025/0043",-95.21,41.21,"41.21|-95.21"
"0025/0043",-95.21,41.26,"41.26|-95.21"
"0025/0043",-95.21,41.29,"41.29|-95.21"
"0025/0043",-95.21,41.35,"41.35|-95.21"
"0025/0043",-95.21,41.38,"41.38|-95.21"
"0025/0043",-95.21,41.44,"41.44|-95.21"
"0025/0043",-95.21,41.46,"41.46|-95.21"
"0025/0043",-95.21,41.52,"41.52|-95.21"
"0025/0043",-95.21,41.54,"41.54|-95.21"
"0025/0043",-95.21,41.61,"41.61|-95.21"
"0025/0043",-95.21,41.62,"41.62|-95.21"
"0025/0043",-95.21,41.7,"41.7|-95.21"
"0025/0043",-95.21,41.71,"41.71|-95.21"
"0025/0043",-95.21,41.78,"41.78|-95.21"
"0025/0043",-95.21,41.79,"41.79|-95.21"
"0025/0043",-95.21,41.87,"41.87|-95.21"
"0025/0043",-95.21,41.88,"41.88|-95.21"
"0025/0043",-95.21,41.96,"41.96|-95.21"
"0024/0043",-95.21,42.04,"42.04|-95.21"
"0024/0043",-95.21,42.12,"42.12|-95.21"
"0024/0043",-95.21,42.21,"42.21|-95.21"
"0024/0043",-95.21,42.29,"42.29|-95.21"
"0024/0043",-95.21,42.38,"42.38|-95.21"
"0024/0043",-95.21,42.46,"42.46|-95.21"
"0024/0043",-95.21,42.54,"42.54|-95.21"
"0024/0043",-95.21,42.62,"42.62|-95.21"
"0024/0043",-95.21,42.71,"42.71|-95.21"
"0024/0043",-95.21,42.79,"42.79|-95.21"
"0024/0043",-95.21,42.88,"42.88|-95.21"
"0024/0043",-95.21,42.96,"42.96|-95.21"
"0024/0043",-95.21,43.04,"43.04|-95.21"
"0024/0043",-95.21,43.12,"43.12|-95.21"
"0024/0043",-95.21,43.21,"43.21|-95.21"
"0024/0043",-95.21,43.29,"43.29|-95.21"
"0024/0043",-95.21,43.38,"43.38|-95.21"
"0024/0043",-95.21,43.46,"43.46|-95.21"
"0024/0043",-95.21,43.54,"43.54|-95.21"
"0024/0043",-95.21,43.62,"43.62|-95.21"
"0024/0043",-95.21,43.71,"43.71|-95.21"
"0024/0043",-95.21,43.79,"43.79|-95.21"
"0024/0043",-95.21,43.88,"43.88|-95.21"
"0024/0043",-95.21,43.96,"43.96|-95.21"
"0023/0043",-95.21,44.04,"44.04|-95.21"
"0023/0043",-95.21,44.12,"44.12|-95.21"
"0023/0043",-95.21,44.21,"44.21|-95.21"
"0023/0043",-95.21,44.29,"44.29|-95.21"
"0023/0043",-95.21,44.38,"44.38|-95.21"
"0023/0043",-95.21,44.46,"44.46|-95.21"
"0023/0043",-95.21,44.54,"44.54|-95.21"
"0023/0043",-95.21,44.62,"44.62|-95.21"
"0023/0043",-95.21,44.71,"44.71|-95.21"
"0023/0043",-95.21,44.79,"44.79|-95.21"
"0023/0043",-95.21,44.88,"44.88|-95.21"
"0023/0043",-95.21,44.96,"44.96|-95.21"
"0023/0043",-95.21,45.04,"45.04|-95.21"
"0023/0043",-95.21,45.12,"45.12|-95.21"
"0023/0043",-95.21,45.21,"45.21|-95.21"
"0023/0043",-95.21,45.29,"45.29|-95.21"
"0023/0043",-95.21,45.38,"45.38|-95.21"
"0025/0043",-95.29,40.04,"40.04|-95.29"
"0025/0043",-95.29,40.62,"40.62|-95.29"
"0025/0043",-95.29,40.65,"40.65|-95.29"
"0025/0043",-95.29,40.71,"40.71|-95.29"
"0025/0043",-95.29,40.74,"40.74|-95.29"
"0025/0043",-95.29,40.79,"40.79|-95.29"
"0025/0043",-95.29,40.83,"40.83|-95.29"
"0025/0043",-95.29,40.88,"40.88|-95.29"
"0025/0043",-95.29,40.91,"40.91|-95.29"
"0025/0043",-95.29,40.96,"40.96|-95.29"
"0025/0043",-95.29,41,"41|-95.29"
"0025/0043",-95.29,41.04,"41.04|-95.29"
"0025/0043",-95.29,41.09,"41.09|-95.29"
"0025/0043",-95.29,41.12,"41.12|-95.29"
"0025/0043",-95.29,41.17,"41.17|-95.29"
"0025/0043",-95.29,41.21,"41.21|-95.29"
"0025/0043",-95.29,41.26,"41.26|-95.29"
"0025/0043",-95.29,41.29,"41.29|-95.29"
"0025/0043",-95.29,41.35,"41.35|-95.29"
"0025/0043",-95.29,41.38,"41.38|-95.29"
"0025/0043",-95.29,41.44,"41.44|-95.29"
"0025/0043",-95.29,41.46,"41.46|-95.29"
"0025/0043",-95.29,41.52,"41.52|-95.29"
"0025/0043",-95.29,41.54,"41.54|-95.29"
"0025/0043",-95.29,41.61,"41.61|-95.29"
"0025/0043",-95.29,41.62,"41.62|-95.29"
"0025/0043",-95.29,41.7,"41.7|-95.29"
"0025/0043",-95.29,41.71,"41.71|-95.29"
"0025/0043",-95.29,41.78,"41.78|-95.29"
"0025/0043",-95.29,41.79,"41.79|-95.29"
"0025/0043",-95.29,41.87,"41.87|-95.29"
"0025/0043",-95.29,41.88,"41.88|-95.29"
"0025/0043",-95.29,41.96,"41.96|-95.29"
"0024/0043",-95.29,42.04,"42.04|-95.29"
"0024/0043",-95.29,42.12,"42.12|-95.29"
"0024/0043",-95.29,42.21,"42.21|-95.29"
"0024/0043",-95.29,42.29,"42.29|-95.29"
"0024/0043",-95.29,42.38,"42.38|-95.29"
"0024/0043",-95.29,42.46,"42.46|-95.29"
"0024/0043",-95.29,42.54,"42.54|-95.29"
"0024/0043",-95.29,42.62,"42.62|-95.29"
"0024/0043",-95.29,42.71,"42.71|-95.29"
"0024/0043",-95.29,42.79,"42.79|-95.29"
"0024/0043",-95.29,42.88,"42.88|-95.29"
"0024/0043",-95.29,42.96,"42.96|-95.29"
"0024/0043",-95.29,43.04,"43.04|-95.29"
"0024/0043",-95.29,43.12,"43.12|-95.29"
"0024/0043",-95.29,43.21,"43.21|-95.29"
"0024/0043",-95.29,43.29,"43.29|-95.29"
"0024/0043",-95.29,43.38,"43.38|-95.29"
"0024/0043",-95.29,43.46,"43.46|-95.29"
"0024/0043",-95.29,43.54,"43.54|-95.29"
"0024/0043",-95.29,43.62,"43.62|-95.29"
"0024/0043",-95.29,43.71,"43.71|-95.29"
"0024/0043",-95.29,43.79,"43.79|-95.29"
"0024/0043",-95.29,43.88,"43.88|-95.29"
"0024/0043",-95.29,43.96,"43.96|-95.29"
"0023/0043",-95.29,44.04,"44.04|-95.29"
"0023/0043",-95.29,44.12,"44.12|-95.29"
"0023/0043",-95.29,44.21,"44.21|-95.29"
"0023/0043",-95.29,44.29,"44.29|-95.29"
"0023/0043",-95.29,44.38,"44.38|-95.29"
"0023/0043",-95.29,44.46,"44.46|-95.29"
"0023/0043",-95.29,44.54,"44.54|-95.29"
"0023/0043",-95.29,44.62,"44.62|-95.29"
"0023/0043",-95.29,44.71,"44.71|-95.29"
"0023/0043",-95.29,44.79,"44.79|-95.29"
"0023/0043",-95.29,44.88,"44.88|-95.29"
"0023/0043",-95.29,44.96,"44.96|-95.29"
"0023/0043",-95.29,45.04,"45.04|-95.29"
"0023/0043",-95.29,45.12,"45.12|-95.29"
"0023/0043",-95.29,45.21,"45.21|-95.29"
"0023/0043",-95.29,45.29,"45.29|-95.29"
"0023/0043",-95.29,45.38,"45.38|-95.29"
"0025/0043",-95.38,40.62,"40.62|-95.38"
"0025/0043",-95.38,40.65,"40.65|-95.38"
"0025/0043",-95.38,40.71,"40.71|-95.38"
"0025/0043",-95.38,40.74,"40.74|-95.38"
"0025/0043",-95.38,40.79,"40.79|-95.38"
"0025/0043",-95.38,40.83,"40.83|-95.38"
"0025/0043",-95.38,40.88,"40.88|-95.38"
"0025/0043",-95.38,40.91,"40.91|-95.38"
"0025/0043",-95.38,40.96,"40.96|-95.38"
"0025/0043",-95.38,41,"41|-95.38"
"0025/0043",-95.38,41.04,"41.04|-95.38"
"0025/0043",-95.38,41.09,"41.09|-95.38"
"0025/0043",-95.38,41.12,"41.12|-95.38"
"0025/0043",-95.38,41.17,"41.17|-95.38"
"0025/0043",-95.38,41.21,"41.21|-95.38"
"0025/0043",-95.38,41.26,"41.26|-95.38"
"0025/0043",-95.38,41.29,"41.29|-95.38"
"0025/0043",-95.38,41.35,"41.35|-95.38"
"0025/0043",-95.38,41.38,"41.38|-95.38"
"0025/0043",-95.38,41.44,"41.44|-95.38"
"0025/0043",-95.38,41.46,"41.46|-95.38"
"0025/0043",-95.38,41.52,"41.52|-95.38"
"0025/0043",-95.38,41.54,"41.54|-95.38"
"0025/0043",-95.38,41.61,"41.61|-95.38"
"0025/0043",-95.38,41.62,"41.62|-95.38"
"0025/0043",-95.38,41.7,"41.7|-95.38"
"0025/0043",-95.38,41.71,"41.71|-95.38"
"0025/0043",-95.38,41.78,"41.78|-95.38"
"0025/0043",-95.38,41.79,"41.79|-95.38"
"0025/0043",-95.38,41.87,"41.87|-95.38"
"0025/0043",-95.38,41.88,"41.88|-95.38"
"0025/0043",-95.38,41.96,"41.96|-95.38"
"0024/0043",-95.38,42.04,"42.04|-95.38"
"0024/0043",-95.38,42.12,"42.12|-95.38"
"0024/0043",-95.38,42.21,"42.21|-95.38"
"0024/0043",-95.38,42.29,"42.29|-95.38"
"0024/0043",-95.38,42.38,"42.38|-95.38"
"0024/0043",-95.38,42.46,"42.46|-95.38"
"0024/0043",-95.38,42.54,"42.54|-95.38"
"0024/0043",-95.38,42.62,"42.62|-95.38"
"0024/0043",-95.38,42.71,"42.71|-95.38"
"0024/0043",-95.38,42.79,"42.79|-95.38"
"0024/0043",-95.38,42.88,"42.88|-95.38"
"0024/0043",-95.38,42.96,"42.96|-95.38"
"0024/0043",-95.38,43.04,"43.04|-95.38"
"0024/0043",-95.38,43.12,"43.12|-95.38"
"0024/0043",-95.38,43.21,"43.21|-95.38"
"0024/0043",-95.38,43.29,"43.29|-95.38"
"0024/0043",-95.38,43.38,"43.38|-95.38"
"0024/0043",-95.38,43.46,"43.46|-95.38"
"0024/0043",-95.38,43.54,"43.54|-95.38"
"0024/0043",-95.38,43.62,"43.62|-95.38"
"0024/0043",-95.38,43.71,"43.71|-95.38"
"0024/0043",-95.38,43.79,"43.79|-95.38"
"0024/0043",-95.38,43.88,"43.88|-95.38"
"0024/0043",-95.38,43.96,"43.96|-95.38"
"0023/0043",-95.38,44.04,"44.04|-95.38"
"0023/0043",-95.38,44.12,"44.12|-95.38"
"0023/0043",-95.38,44.21,"44.21|-95.38"
"0023/0043",-95.38,44.29,"44.29|-95.38"
"0023/0043",-95.38,44.38,"44.38|-95.38"
"0023/0043",-95.38,44.46,"44.46|-95.38"
"0023/0043",-95.38,44.54,"44.54|-95.38"
"0023/0043",-95.38,44.62,"44.62|-95.38"
"0023/0043",-95.38,44.71,"44.71|-95.38"
"0023/0043",-95.38,44.79,"44.79|-95.38"
"0023/0043",-95.38,44.88,"44.88|-95.38"
"0023/0043",-95.38,44.96,"44.96|-95.38"
"0023/0043",-95.38,45.04,"45.04|-95.38"
"0023/0043",-95.38,45.12,"45.12|-95.38"
"0023/0043",-95.38,45.21,"45.21|-95.38"
"0023/0043",-95.38,45.29,"45.29|-95.38"
"0023/0043",-95.38,45.38,"45.38|-95.38"
"0025/0043",-95.46,40.04,"40.04|-95.46"
"0025/0043",-95.46,40.13,"40.13|-95.46"
"0025/0043",-95.46,40.21,"40.21|-95.46"
"0025/0043",-95.46,40.22,"40.22|-95.46"
"0025/0043",-95.46,40.62,"40.62|-95.46"
"0025/0043",-95.46,40.65,"40.65|-95.46"
"0025/0043",-95.46,40.71,"40.71|-95.46"
"0025/0043",-95.46,40.74,"40.74|-95.46"
"0025/0043",-95.46,40.79,"40.79|-95.46"
"0025/0043",-95.46,40.83,"40.83|-95.46"
"0025/0043",-95.46,40.88,"40.88|-95.46"
"0025/0043",-95.46,40.91,"40.91|-95.46"
"0025/0043",-95.46,40.96,"40.96|-95.46"
"0025/0043",-95.46,41,"41|-95.46"
"0025/0043",-95.46,41.04,"41.04|-95.46"
"0025/0043",-95.46,41.09,"41.09|-95.46"
"0025/0043",-95.46,41.12,"41.12|-95.46"
"0025/0043",-95.46,41.17,"41.17|-95.46"
"0025/0043",-95.46,41.21,"41.21|-95.46"
"0025/0043",-95.46,41.26,"41.26|-95.46"
"0025/0043",-95.46,41.29,"41.29|-95.46"
"0025/0043",-95.46,41.35,"41.35|-95.46"
"0025/0043",-95.46,41.38,"41.38|-95.46"
"0025/0043",-95.46,41.44,"41.44|-95.46"
"0025/0043",-95.46,41.46,"41.46|-95.46"
"0025/0043",-95.46,41.52,"41.52|-95.46"
"0025/0043",-95.46,41.54,"41.54|-95.46"
"0025/0043",-95.46,41.61,"41.61|-95.46"
"0025/0043",-95.46,41.62,"41.62|-95.46"
"0025/0043",-95.46,41.7,"41.7|-95.46"
"0025/0043",-95.46,41.71,"41.71|-95.46"
"0025/0043",-95.46,41.78,"41.78|-95.46"
"0025/0043",-95.46,41.79,"41.79|-95.46"
"0025/0043",-95.46,41.87,"41.87|-95.46"
"0025/0043",-95.46,41.88,"41.88|-95.46"
"0025/0043",-95.46,41.96,"41.96|-95.46"
"0024/0043",-95.46,42.04,"42.04|-95.46"
"0024/0043",-95.46,42.12,"42.12|-95.46"
"0024/0043",-95.46,42.21,"42.21|-95.46"
"0024/0043",-95.46,42.29,"42.29|-95.46"
"0024/0043",-95.46,42.38,"42.38|-95.46"
"0024/0043",-95.46,42.46,"42.46|-95.46"
"0024/0043",-95.46,42.54,"42.54|-95.46"
"0024/0043",-95.46,42.62,"42.62|-95.46"
"0024/0043",-95.46,42.71,"42.71|-95.46"
"0024/0043",-95.46,42.79,"42.79|-95.46"
"0024/0043",-95.46,42.88,"42.88|-95.46"
"0024/0043",-95.46,42.96,"42.96|-95.46"
"0024/0043",-95.46,43.04,"43.04|-95.46"
"0024/0043",-95.46,43.12,"43.12|-95.46"
"0024/0043",-95.46,43.21,"43.21|-95.46"
"0024/0043",-95.46,43.29,"43.29|-95.46"
"0024/0043",-95.46,43.38,"43.38|-95.46"
"0024/0043",-95.46,43.46,"43.46|-95.46"
"0024/0043",-95.46,43.54,"43.54|-95.46"
"0024/0043",-95.46,43.62,"43.62|-95.46"
"0024/0043",-95.46,43.71,"43.71|-95.46"
"0024/0043",-95.46,43.79,"43.79|-95.46"
"0024/0043",-95.46,43.88,"43.88|-95.46"
"0024/0043",-95.46,43.96,"43.96|-95.46"
"0023/0043",-95.46,44.04,"44.04|-95.46"
"0023/0043",-95.46,44.12,"44.12|-95.46"
"0023/0043",-95.46,44.21,"44.21|-95.46"
"0023/0043",-95.46,44.29,"44.29|-95.46"
"0023/0043",-95.46,44.38,"44.38|-95.46"
"0023/0043",-95.46,44.46,"44.46|-95.46"
"0023/0043",-95.46,44.54,"44.54|-95.46"
"0023/0043",-95.46,44.62,"44.62|-95.46"
"0023/0043",-95.46,44.71,"44.71|-95.46"
"0023/0043",-95.46,44.79,"44.79|-95.46"
"0023/0043",-95.46,44.88,"44.88|-95.46"
"0023/0043",-95.46,44.96,"44.96|-95.46"
"0023/0043",-95.46,45.04,"45.04|-95.46"
"0023/0043",-95.46,45.12,"45.12|-95.46"
"0023/0043",-95.46,45.21,"45.21|-95.46"
"0023/0043",-95.46,45.29,"45.29|-95.46"
"0023/0043",-95.46,45.38,"45.38|-95.46"
"0025/0043",-95.54,40.04,"40.04|-95.54"
"0025/0043",-95.54,40.13,"40.13|-95.54"
"0025/0043",-95.54,40.21,"40.21|-95.54"
"0025/0043",-95.54,40.22,"40.22|-95.54"
"0025/0043",-95.54,40.29,"40.29|-95.54"
"0025/0043",-95.54,40.3,"40.3|-95.54"
"0025/0043",-95.54,40.62,"40.62|-95.54"
"0025/0043",-95.54,40.65,"40.65|-95.54"
"0025/0043",-95.54,40.71,"40.71|-95.54"
"0025/0043",-95.54,40.74,"40.74|-95.54"
"0025/0043",-95.54,40.79,"40.79|-95.54"
"0025/0043",-95.54,40.83,"40.83|-95.54"
"0025/0043",-95.54,40.88,"40.88|-95.54"
"0025/0043",-95.54,40.91,"40.91|-95.54"
"0025/0043",-95.54,40.96,"40.96|-95.54"
"0025/0043",-95.54,41,"41|-95.54"
"0025/0043",-95.54,41.04,"41.04|-95.54"
"0025/0043",-95.54,41.09,"41.09|-95.54"
"0025/0043",-95.54,41.12,"41.12|-95.54"
"0025/0043",-95.54,41.17,"41.17|-95.54"
"0025/0043",-95.54,41.21,"41.21|-95.54"
"0025/0043",-95.54,41.26,"41.26|-95.54"
"0025/0043",-95.54,41.29,"41.29|-95.54"
"0025/0043",-95.54,41.35,"41.35|-95.54"
"0025/0043",-95.54,41.38,"41.38|-95.54"
"0025/0043",-95.54,41.44,"41.44|-95.54"
"0025/0043",-95.54,41.46,"41.46|-95.54"
"0025/0043",-95.54,41.52,"41.52|-95.54"
"0025/0043",-95.54,41.54,"41.54|-95.54"
"0025/0043",-95.54,41.61,"41.61|-95.54"
"0025/0043",-95.54,41.62,"41.62|-95.54"
"0025/0043",-95.54,41.7,"41.7|-95.54"
"0025/0043",-95.54,41.71,"41.71|-95.54"
"0025/0043",-95.54,41.78,"41.78|-95.54"
"0025/0043",-95.54,41.79,"41.79|-95.54"
"0025/0043",-95.54,41.87,"41.87|-95.54"
"0025/0043",-95.54,41.88,"41.88|-95.54"
"0025/0043",-95.54,41.96,"41.96|-95.54"
"0024/0043",-95.54,42.04,"42.04|-95.54"
"0024/0043",-95.54,42.12,"42.12|-95.54"
"0024/0043",-95.54,42.21,"42.21|-95.54"
"0024/0043",-95.54,42.29,"42.29|-95.54"
"0024/0043",-95.54,42.38,"42.38|-95.54"
"0024/0043",-95.54,42.46,"42.46|-95.54"
"0024/0043",-95.54,42.54,"42.54|-95.54"
"0024/0043",-95.54,42.62,"42.62|-95.54"
"0024/0043",-95.54,42.71,"42.71|-95.54"
"0024/0043",-95.54,42.79,"42.79|-95.54"
"0024/0043",-95.54,42.88,"42.88|-95.54"
"0024/0043",-95.54,42.96,"42.96|-95.54"
"0024/0043",-95.54,43.04,"43.04|-95.54"
"0024/0043",-95.54,43.12,"43.12|-95.54"
"0024/0043",-95.54,43.21,"43.21|-95.54"
"0024/0043",-95.54,43.29,"43.29|-95.54"
"0024/0043",-95.54,43.38,"43.38|-95.54"
"0024/0043",-95.54,43.46,"43.46|-95.54"
"0024/0043",-95.54,43.54,"43.54|-95.54"
"0024/0043",-95.54,43.62,"43.62|-95.54"
"0024/0043",-95.54,43.71,"43.71|-95.54"
"0024/0043",-95.54,43.79,"43.79|-95.54"
"0024/0043",-95.54,43.88,"43.88|-95.54"
"0024/0043",-95.54,43.96,"43.96|-95.54"
"0023/0043",-95.54,44.04,"44.04|-95.54"
"0023/0043",-95.54,44.12,"44.12|-95.54"
"0023/0043",-95.54,44.21,"44.21|-95.54"
"0023/0043",-95.54,44.29,"44.29|-95.54"
"0023/0043",-95.54,44.38,"44.38|-95.54"
"0023/0043",-95.54,44.46,"44.46|-95.54"
"0023/0043",-95.54,44.54,"44.54|-95.54"
"0023/0043",-95.54,44.62,"44.62|-95.54"
"0023/0043",-95.54,44.71,"44.71|-95.54"
"0023/0043",-95.54,44.79,"44.79|-95.54"
"0023/0043",-95.54,44.88,"44.88|-95.54"
"0023/0043",-95.54,44.96,"44.96|-95.54"
"0023/0043",-95.54,45.04,"45.04|-95.54"
"0023/0043",-95.54,45.12,"45.12|-95.54"
"0023/0043",-95.54,45.21,"45.21|-95.54"
"0023/0043",-95.54,45.29,"45.29|-95.54"
"0023/0043",-95.54,45.38,"45.38|-95.54"
"0025/0043",-95.62,40.04,"40.04|-95.62"
"0025/0043",-95.62,40.13,"40.13|-95.62"
"0025/0043",-95.62,40.21,"40.21|-95.62"
"0025/0043",-95.62,40.22,"40.22|-95.62"
"0025/0043",-95.62,40.29,"40.29|-95.62"
"0025/0043",-95.62,40.3,"40.3|-95.62"
"0025/0043",-95.62,40.38,"40.38|-95.62"
"0025/0043",-95.62,40.39,"40.39|-95.62"
"0025/0043",-95.62,40.62,"40.62|-95.62"
"0025/0043",-95.62,40.65,"40.65|-95.62"
"0025/0043",-95.62,40.71,"40.71|-95.62"
"0025/0043",-95.62,40.74,"40.74|-95.62"
"0025/0043",-95.62,40.79,"40.79|-95.62"
"0025/0043",-95.62,40.83,"40.83|-95.62"
"0025/0043",-95.62,40.88,"40.88|-95.62"
"0025/0043",-95.62,40.91,"40.91|-95.62"
"0025/0043",-95.62,40.96,"40.96|-95.62"
"0025/0043",-95.62,41,"41|-95.62"
"0025/0043",-95.62,41.04,"41.04|-95.62"
"0025/0043",-95.62,41.09,"41.09|-95.62"
"0025/0043",-95.62,41.12,"41.12|-95.62"
"0025/0043",-95.62,41.17,"41.17|-95.62"
"0025/0043",-95.62,41.21,"41.21|-95.62"
"0025/0043",-95.62,41.26,"41.26|-95.62"
"0025/0043",-95.62,41.29,"41.29|-95.62"
"0025/0043",-95.62,41.35,"41.35|-95.62"
"0025/0043",-95.62,41.38,"41.38|-95.62"
"0025/0043",-95.62,41.44,"41.44|-95.62"
"0025/0043",-95.62,41.46,"41.46|-95.62"
"0025/0043",-95.62,41.52,"41.52|-95.62"
"0025/0043",-95.62,41.54,"41.54|-95.62"
"0025/0043",-95.62,41.61,"41.61|-95.62"
"0025/0043",-95.62,41.62,"41.62|-95.62"
"0025/0043",-95.62,41.7,"41.7|-95.62"
"0025/0043",-95.62,41.71,"41.71|-95.62"
"0025/0043",-95.62,41.78,"41.78|-95.62"
"0025/0043",-95.62,41.79,"41.79|-95.62"
"0025/0043",-95.62,41.87,"41.87|-95.62"
"0025/0043",-95.62,41.88,"41.88|-95.62"
"0025/0043",-95.62,41.96,"41.96|-95.62"
"0024/0043",-95.62,42.04,"42.04|-95.62"
"0024/0043",-95.62,42.12,"42.12|-95.62"
"0024/0043",-95.62,42.21,"42.21|-95.62"
"0024/0043",-95.62,42.29,"42.29|-95.62"
"0024/0043",-95.62,42.38,"42.38|-95.62"
"0024/0043",-95.62,42.46,"42.46|-95.62"
"0024/0043",-95.62,42.54,"42.54|-95.62"
"0024/0043",-95.62,42.62,"42.62|-95.62"
"0024/0043",-95.62,42.71,"42.71|-95.62"
"0024/0043",-95.62,42.79,"42.79|-95.62"
"0024/0043",-95.62,42.88,"42.88|-95.62"
"0024/0043",-95.62,42.96,"42.96|-95.62"
"0024/0043",-95.62,43.04,"43.04|-95.62"
"0024/0043",-95.62,43.12,"43.12|-95.62"
"0024/0043",-95.62,43.21,"43.21|-95.62"
"0024/0043",-95.62,43.29,"43.29|-95.62"
"0024/0043",-95.62,43.38,"43.38|-95.62"
"0024/0043",-95.62,43.46,"43.46|-95.62"
"0024/0043",-95.62,43.54,"43.54|-95.62"
"0024/0043",-95.62,43.62,"43.62|-95.62"
"0024/0043",-95.62,43.71,"43.71|-95.62"
"0024/0043",-95.62,43.79,"43.79|-95.62"
"0024/0043",-95.62,43.88,"43.88|-95.62"
"0024/0043",-95.62,43.96,"43.96|-95.62"
"0023/0043",-95.62,44.04,"44.04|-95.62"
"0023/0043",-95.62,44.12,"44.12|-95.62"
"0023/0043",-95.62,44.21,"44.21|-95.62"
"0023/0043",-95.62,44.29,"44.29|-95.62"
"0023/0043",-95.62,44.38,"44.38|-95.62"
"0023/0043",-95.62,44.46,"44.46|-95.62"
"0023/0043",-95.62,44.54,"44.54|-95.62"
"0023/0043",-95.62,44.62,"44.62|-95.62"
"0023/0043",-95.62,44.71,"44.71|-95.62"
"0023/0043",-95.62,44.79,"44.79|-95.62"
"0023/0043",-95.62,44.88,"44.88|-95.62"
"0023/0043",-95.62,44.96,"44.96|-95.62"
"0023/0043",-95.62,45.04,"45.04|-95.62"
"0023/0043",-95.62,45.12,"45.12|-95.62"
"0023/0043",-95.62,45.21,"45.21|-95.62"
"0023/0043",-95.62,45.29,"45.29|-95.62"
"0023/0043",-95.62,45.38,"45.38|-95.62"
"0025/0043",-95.71,40.04,"40.04|-95.71"
"0025/0043",-95.71,40.13,"40.13|-95.71"
"0025/0043",-95.71,40.21,"40.21|-95.71"
"0025/0043",-95.71,40.22,"40.22|-95.71"
"0025/0043",-95.71,40.29,"40.29|-95.71"
"0025/0043",-95.71,40.3,"40.3|-95.71"
"0025/0043",-95.71,40.38,"40.38|-95.71"
"0025/0043",-95.71,40.39,"40.39|-95.71"
"0025/0043",-95.71,40.46,"40.46|-95.71"
"0025/0043",-95.71,40.48,"40.48|-95.71"
"0025/0043",-95.71,40.62,"40.62|-95.71"
"0025/0043",-95.71,40.65,"40.65|-95.71"
"0025/0043",-95.71,40.71,"40.71|-95.71"
"0025/0043",-95.71,40.74,"40.74|-95.71"
"0025/0043",-95.71,40.79,"40.79|-95.71"
"0025/0043",-95.71,40.83,"40.83|-95.71"
"0025/0043",-95.71,40.88,"40.88|-95.71"
"0025/0043",-95.71,40.91,"40.91|-95.71"
"0025/0043",-95.71,40.96,"40.96|-95.71"
"0025/0043",-95.71,41,"41|-95.71"
"0025/0043",-95.71,41.04,"41.04|-95.71"
"0025/0043",-95.71,41.09,"41.09|-95.71"
"0025/0043",-95.71,41.12,"41.12|-95.71"
"0025/0043",-95.71,41.17,"41.17|-95.71"
"0025/0043",-95.71,41.21,"41.21|-95.71"
"0025/0043",-95.71,41.26,"41.26|-95.71"
"0025/0043",-95.71,41.29,"41.29|-95.71"
"0025/0043",-95.71,41.35,"41.35|-95.71"
"0025/0043",-95.71,41.38,"41.38|-95.71"
"0025/0043",-95.71,41.44,"41.44|-95.71"
"0025/0043",-95.71,41.46,"41.46|-95.71"
"0025/0043",-95.71,41.52,"41.52|-95.71"
"0025/0043",-95.71,41.54,"41.54|-95.71"
"0025/0043",-95.71,41.61,"41.61|-95.71"
"0025/0043",-95.71,41.62,"41.62|-95.71"
"0025/0043",-95.71,41.7,"41.7|-95.71"
"0025/0043",-95.71,41.71,"41.71|-95.71"
"0025/0043",-95.71,41.78,"41.78|-95.71"
"0025/0043",-95.71,41.79,"41.79|-95.71"
